Customer_ID,Monetary_Score,Behaviour_Score,Credit_Avail_Score,Score_weighted_50_35_15,Score_weighted_40_40_20,Score_weighted_40_35_25
CUS_0x3ce2,26.875,33.375,20.0,140.59375,140.5,137.15625
CUS_0x3ce3,21.5,44.0,45.0,164.5,176.0,176.25
CUS_0x3ce7,27.625,37.0,22.0,150.3125,151.25,147.5
CUS_0x3cea,24.5,57.125,37.0,188.96875,200.25,195.21875
CUS_0x3cf1,25.5,32.625,28.0,141.84375,144.25,143.09375
CUS_0x3cf7,25.625,36.875,27.0,148.84375,152.0,149.53125
CUS_0x3cfa,22.0,43.5,31.0,154.375,162.0,158.875
CUS_0x3cfb,24.625,34.375,31.0,144.96875,149.0,148.15625
CUS_0x3cfc,21.0,37.375,31.0,141.15625,147.75,146.15625
CUS_0x3cfe,25.0,59.25,47.0,201.4375,215.5,212.4375
CUS_0x3d09,25.25,38.875,26.0,150.65625,154.25,151.03125
CUS_0x3d0e,23.875,50.75,45.0,182.25,194.25,192.8125
CUS_0x3d10,20.875,30.125,27.0,125.15625,129.0,128.21875
CUS_0x3d16,23.125,38.125,27.0,144.78125,149.5,146.71875
CUS_0x3d22,24.25,41.25,29.0,154.5625,160.0,156.9375
CUS_0x3d26,25.5,43.625,35.0,166.34375,173.25,171.09375
CUS_0x3d37,22.75,44.0,37.0,161.625,170.5,168.75
CUS_0x3d3d,27.75,51.75,36.0,186.9375,195.00000000000003,191.0625
CUS_0x3d3f,24.0,56.375,38.0,187.15625,198.75,194.15625
CUS_0x3d40,24.125,56.75,48.0,195.625,209.75,207.5625
CUS_0x3d41,21.875,53.5,47.0,183.5625,197.75,196.125
CUS_0x3d42,21.125,38.375,28.0,140.96875,147.0,144.40625
CUS_0x3d44,26.0,50.5,41.0,184.125,194.0,191.625
CUS_0x3d50,23.875,48.5,45.0,178.3125,189.75,188.875
CUS_0x3d51,25.375,40.75,34.0,160.25,166.25,164.5625
CUS_0x3d53,24.25,52.25,44.0,185.0625,197.00000000000003,194.9375
CUS_0x3d56,24.75,36.875,20.0,141.40625,143.25,139.03125
CUS_0x3d57,21.625,42.75,30.0,151.375,158.75,155.5625
CUS_0x3d58,24.125,34.25,33.0,145.0,149.75,149.4375
CUS_0x3d5b,29.0,29.625,35.0,150.59375,152.25,153.59375
CUS_0x3d60,21.875,44.0,46.0,166.1875,177.75,178.25
CUS_0x3d63,22.0,39.625,36.0,151.34375,159.25,158.34375
CUS_0x3d64,22.375,27.875,22.0,121.21875,122.5,121.03125
CUS_0x3d68,27.625,32.0,25.0,143.8125,144.25,142.5
CUS_0x3d6c,24.25,45.0,34.0,164.875,172.5,169.75
CUS_0x3d6d,23.75,56.0,45.0,191.125,204.5,201.75
CUS_0x3d6e,24.0,40.125,20.0,145.21875,148.25,143.21875
CUS_0x3d71,25.0,49.125,45.0,182.21875,193.25,192.21875
CUS_0x3d73,25.375,50.875,39.0,181.71875,191.5,188.53125
CUS_0x3d76,21.875,45.875,36.0,161.96875,171.5,169.03125
CUS_0x3d77,23.875,41.125,36.0,158.65625,166.0,164.71875
CUS_0x3d78,23.125,40.875,32.0,153.34375,160.0,157.78125
CUS_0x3d79,26.0,40.0,36.0,162.0,168.0,167.0
CUS_0x3d7b,24.5,58.875,45.0,198.03125,211.75,208.28125
CUS_0x3d7e,23.5,31.375,16.0,125.65625,125.75,121.90625
CUS_0x3d82,26.625,56.625,44.0,198.65625,210.5,207.34375
CUS_0x3d8e,23.875,54.125,46.0,188.90625,202.0,199.96875
CUS_0x3d99,24.625,48.0,45.0,179.3125,190.25000000000003,189.5
CUS_0x3d9c,26.375,61.0,45.0,206.4375,219.75,215.75
CUS_0x3da0,24.5,40.625,39.0,161.59375,169.25,168.84375
CUS_0x3db1,24.875,55.875,45.0,193.71875,206.5,203.78125
CUS_0x3dc3,21.75,49.5,37.0,168.75,179.5,176.375
CUS_0x3dd5,23.5,37.25,24.0,141.9375,145.5,142.1875
CUS_0x3dd8,25.0,50.75,45.0,185.0625,196.5,195.0625
CUS_0x3ddc,26.0,45.875,36.0,172.28125,179.75,177.28125
CUS_0x3de0,24.75,56.0,45.0,193.625,206.5,203.75
CUS_0x3de4,24.0,31.375,20.0,129.90625,130.75,127.90625
CUS_0x3de6,23.0,41.75,39.0,159.8125,168.5,167.8125
CUS_0x3de8,21.75,34.625,33.0,139.71875,145.75,145.34375
CUS_0x3ded,24.625,32.5,22.0,134.9375,136.25,133.625
CUS_0x3def,24.625,56.5,45.0,194.1875,207.25,204.375
CUS_0x3df0,21.75,46.875,46.0,170.90625,183.25,183.03125
CUS_0x3df4,25.25,35.25,34.0,150.3125,155.0,154.6875
CUS_0x3dfa,24.375,56.125,46.0,193.65625,207.0,204.46875
CUS_0x3dfc,24.375,45.25,30.0,162.625,169.25,165.4375
CUS_0x3dfe,25.0,38.5,37.0,157.625,164.0,163.625
CUS_0x3e03,24.5,44.0,35.0,164.5,172.0,169.75
CUS_0x3e09,20.625,39.25,27.0,140.5,146.75,143.6875
CUS_0x3e0b,25.75,35.75,22.0,143.4375,145.0,141.5625
CUS_0x3e10,20.875,42.375,28.0,147.34375,154.5,150.90625
CUS_0x3e14,22.875,46.0,50.0,175.1875,187.75,188.75
CUS_0x3e17,23.75,34.875,29.0,142.15625,146.25,144.78125
CUS_0x3e1a,25.625,52.125,37.0,183.03125,192.5,188.71875
CUS_0x3e1f,24.5,50.875,40.0,180.28125,190.75,188.03125
CUS_0x3e2c,24.875,45.125,46.0,175.65625,186.0,186.21875
CUS_0x3e2d,23.625,51.75,40.0,179.625,190.75000000000003,187.8125
CUS_0x3e2e,24.0,42.25,31.0,157.1875,163.50000000000003,160.6875
CUS_0x3e32,23.125,36.875,36.0,149.34375,156.0,155.78125
CUS_0x3e34,23.5,35.5,31.0,144.125,149.0,147.875
CUS_0x3e35,22.375,59.25,38.0,188.125,201.25000000000003,195.9375
CUS_0x3e36,25.75,45.125,48.0,179.34375,189.75,190.46875
CUS_0x3e37,29.25,39.125,37.0,169.34375,173.75,173.21875
CUS_0x3e38,21.375,57.0,43.0,185.4375,199.75,196.25
CUS_0x3e40,20.875,46.375,33.0,158.09375,167.5,164.15625
CUS_0x3e45,23.75,47.25,39.0,171.3125,181.0,178.9375
CUS_0x3e47,24.5,41.625,33.0,158.84375,165.25,163.09375
CUS_0x3e4a,23.875,35.875,29.0,144.21875,148.5,146.78125
CUS_0x3e4b,26.625,60.75,41.0,203.625,215.75,210.8125
CUS_0x3e4d,26.75,38.875,19.0,149.15625,150.25,145.28125
CUS_0x3e51,28.0,35.875,34.0,158.28125,161.75,161.28125
CUS_0x3e52,30.25,40.75,35.0,173.1875,177.0,175.5625
CUS_0x3e54,24.0,50.5,47.0,183.625,196.00000000000003,195.125
CUS_0x3e57,25.25,32.5,20.0,135.0,135.5,132.375
CUS_0x3e5a,27.0,43.5,31.0,166.875,172.0,168.875
CUS_0x3e5c,25.5,47.125,38.0,174.71875,183.25,180.96875
CUS_0x3e5d,28.0,43.625,36.0,173.34375,179.25,177.34375
CUS_0x3e5e,24.5,35.375,26.0,142.65625,145.75,143.40625
CUS_0x3e62,25.375,26.25,18.0,122.875,121.25,119.1875
CUS_0x3e65,24.125,42.0,38.0,162.3125,170.25,169.25
CUS_0x3e67,24.75,51.375,44.0,184.78125,196.25,194.40625
CUS_0x3e68,23.75,35.0,19.0,134.875,136.5,132.5
CUS_0x3e6b,22.375,44.75,38.0,162.75,172.25000000000003,170.5625
CUS_0x3e6d,21.0,58.5,49.0,191.625,208.0,205.625
CUS_0x3e73,26.0,55.0,42.0,192.75,204.0,200.75
CUS_0x3e74,25.0,33.875,23.0,139.03125,140.75,138.03125
CUS_0x3e75,25.0,45.125,47.0,176.71875,187.25,187.71875
CUS_0x3e76,24.0,49.125,44.0,178.96875,190.25000000000003,188.96875
CUS_0x3e79,26.0,34.875,14.0,136.53125,135.75,130.53125
CUS_0x3e7b,27.625,54.625,48.0,200.65625,212.5,210.84375
CUS_0x3e7e,21.125,41.75,38.0,154.375,163.75,162.8125
CUS_0x3e7f,38.0,43.875,42.0,203.28125,205.75,205.28125
CUS_0x3e81,24.75,58.375,44.0,197.03125,210.25,206.65625
CUS_0x3e83,25.5,39.625,33.0,157.84375,163.25,161.59375
CUS_0x3e85,23.5,43.125,30.0,156.71875,163.25,159.96875
CUS_0x3e89,24.875,41.625,37.0,162.78125,170.00000000000003,168.84375
CUS_0x3e8c,21.625,50.625,47.0,177.90625,191.5,190.59375
CUS_0x3e91,21.25,40.125,21.0,139.09375,143.75,138.96875
CUS_0x3e92,25.75,52.125,47.0,190.84375,202.75,201.46875
CUS_0x3e9a,21.875,56.625,44.0,186.78125,201.0,197.84375
CUS_0x3e9c,22.0,31.875,34.0,136.28125,141.75,142.28125
CUS_0x3ea1,24.125,41.25,37.0,160.25,167.75,166.6875
CUS_0x3ea3,23.875,34.375,19.0,134.09375,135.5,131.65625
CUS_0x3ea4,22.0,30.125,40.0,137.71875,144.25,146.71875
CUS_0x3eab,37.625,44.125,47.0,206.53125,210.5,211.21875
CUS_0x3eb6,23.125,36.625,33.0,146.65625,152.5,151.59375
CUS_0x3ebe,27.125,45.0,45.0,180.3125,189.25,189.25
CUS_0x3ec0,22.125,37.375,39.0,149.96875,158.0,158.40625
CUS_0x3ec1,24.25,43.875,33.0,162.15625,169.25,166.53125
CUS_0x3ec6,26.25,28.625,24.0,133.71875,133.75,132.59375
CUS_0x3ec7,24.125,54.5,46.0,190.1875,203.25,201.125
CUS_0x3ec8,24.125,35.0,32.0,145.5625,150.25,149.5
CUS_0x3ed1,24.625,41.875,46.0,169.34375,179.0,180.03125
CUS_0x3ed3,21.625,39.0,38.0,150.8125,159.25,159.0
CUS_0x3edc,24.375,43.125,37.0,164.15625,172.0,170.46875
CUS_0x3ee,26.375,36.875,32.0,154.46875,158.5,157.28125
CUS_0x3ee4,22.5,47.25,34.0,164.4375,173.5,170.1875
CUS_0x3ee5,21.25,25.625,23.0,115.21875,116.75,116.09375
CUS_0x3ee7,25.5,56.75,44.0,196.0625,208.50000000000003,205.3125
CUS_0x3ee8,39.625,39.625,34.0,193.90625,192.5,191.09375
CUS_0x3ee9,24.75,44.5,38.0,168.25,176.5,174.875
CUS_0x3eeb,26.0,37.25,36.0,157.1875,162.5,162.1875
CUS_0x3eed,26.75,39.75,39.0,165.6875,172.0,171.8125
CUS_0x3ef,22.375,54.75,41.0,182.5,195.25000000000003,191.8125
CUS_0x3ef5,30.0,34.0,20.0,149.5,148.0,144.5
CUS_0x3efb,23.75,31.75,19.0,129.1875,130.0,126.8125
CUS_0x3f0,25.0,34.0,32.0,146.0,150.0,149.5
CUS_0x3f04,21.5,58.375,45.0,189.65625,204.75,201.40625
CUS_0x3f1,23.875,39.375,33.0,153.34375,159.5,157.90625
CUS_0x3f12,25.375,40.375,29.0,155.84375,160.5,157.65625
CUS_0x3f16,26.0,44.5,39.0,172.125,180.0,178.625
CUS_0x3f18,24.75,31.75,37.0,145.1875,150.0,151.3125
CUS_0x3f1a,29.0,31.625,28.0,148.84375,149.25,148.34375
CUS_0x3f1d,21.0,44.0,38.0,158.0,168.0,166.5
CUS_0x3f27,25.0,49.625,49.0,186.09375,198.25,198.09375
CUS_0x3f2d,24.125,40.875,45.0,165.59375,175.0,176.03125
CUS_0x3f3,23.375,42.625,35.0,159.28125,167.0,165.09375
CUS_0x3f31,39.625,46.75,43.0,213.125,215.75,214.8125
CUS_0x3f35,26.0,52.75,37.0,185.0625,194.5,190.5625
CUS_0x3f37,21.75,43.875,45.0,164.90625,176.25,176.53125
CUS_0x3f38,21.375,37.375,26.0,138.34375,143.5,140.65625
CUS_0x3f3e,21.625,35.75,21.0,132.375,135.75,132.0625
CUS_0x3f41,23.875,39.375,29.0,150.34375,155.5,152.90625
CUS_0x3f42,20.875,53.0,36.0,171.9375,183.75,179.5
CUS_0x3f43,25.0,35.75,36.0,152.0625,157.5,157.5625
CUS_0x3f47,23.875,36.25,27.0,143.375,147.25,144.9375
CUS_0x3f49,23.75,57.5,44.0,193.0,206.5,203.125
CUS_0x3f4a,25.0,62.375,48.0,207.65625,222.75,219.15625
CUS_0x3f5,25.5,59.0,40.0,197.0,209.0,204.25
CUS_0x3f51,29.0,42.5,34.0,172.375,177.0,174.875
CUS_0x3f5b,24.625,27.25,36.0,136.25,139.75,141.9375
CUS_0x3f5f,28.75,45.75,29.0,173.6875,178.0,173.8125
CUS_0x3f6,24.125,50.375,45.0,182.21875,194.0,192.65625
CUS_0x3f62,23.875,39.875,23.0,146.71875,150.5,146.28125
CUS_0x3f63,24.875,45.75,40.0,172.25,181.25,179.8125
CUS_0x3f65,29.125,46.25,36.0,180.75,186.75,184.1875
CUS_0x3f68,23.375,54.125,36.0,180.15625,191.0,186.46875
CUS_0x3f69,25.5,36.875,20.0,143.28125,144.75,140.53125
CUS_0x3f6a,27.5,45.625,32.0,172.59375,178.25,174.84375
CUS_0x3f6b,22.0,41.75,42.0,159.5625,169.5,169.5625
CUS_0x3f7,25.625,39.375,34.0,158.46875,164.0,162.65625
CUS_0x3f71,21.625,53.875,46.0,182.84375,197.0,195.03125
CUS_0x3f74,21.5,37.5,38.0,147.875,156.0,156.125
CUS_0x3f75,26.0,54.25,45.0,193.6875,205.5,203.1875
CUS_0x3f7d,25.25,37.25,26.0,147.8125,151.0,148.1875
CUS_0x3f82,31.5,38.375,29.0,167.65625,168.75,166.40625
CUS_0x3f83,21.75,36.875,37.0,146.65625,154.25,154.28125
CUS_0x3f85,26.125,39.125,36.0,160.78125,166.5,165.71875
CUS_0x3f87,28.5,32.625,23.0,145.59375,145.25,142.84375
CUS_0x3f89,25.0,32.75,25.0,138.5625,140.5,138.5625
CUS_0x3f8b,26.5,41.0,30.0,160.5,165.00000000000003,162.25
CUS_0x3f9,28.0,37.25,28.0,156.1875,158.5,156.1875
CUS_0x3f94,25.875,55.125,45.0,194.90625,207.0,204.46875
CUS_0x3f97,23.5,45.75,40.0,168.8125,178.5,177.0625
CUS_0x3f99,25.0,54.0,41.0,187.75,199.0,195.75
CUS_0x3f9c,21.0,34.125,20.0,127.21875,130.25,126.71875
CUS_0x3fa7,23.625,29.625,23.0,128.15625,129.50000000000003,127.84375
CUS_0x3fa8,36.0,54.5,46.0,219.875,227.0,224.875
CUS_0x3faa,24.375,33.875,33.0,144.96875,149.5,149.28125
CUS_0x3fb,23.0,49.75,42.0,176.0625,187.50000000000003,185.5625
CUS_0x3fb3,23.75,50.5,47.0,183.0,195.5,194.625
CUS_0x3fb4,24.75,37.25,38.0,155.5625,162.0,162.1875
CUS_0x3fbc,23.75,36.0,27.0,142.625,146.5,144.25
CUS_0x3fbf,25.625,45.0,34.0,168.3125,175.25,172.5
CUS_0x3fc2,23.75,44.125,33.0,161.34375,168.75,165.96875
CUS_0x3fc3,21.25,53.5,35.0,173.0,184.5,179.875
CUS_0x3fc5,21.125,33.375,18.0,124.71875,127.0,123.15625
CUS_0x3fcb,24.125,46.5,34.0,167.1875,175.25,172.125
CUS_0x3fcd,24.375,32.25,16.0,129.375,129.25,125.1875
CUS_0x3fce,25.0,40.375,30.0,155.65625,160.75,158.15625
CUS_0x3fcf,23.5,48.125,42.0,174.46875,185.25,183.71875
CUS_0x3fd9,21.375,46.625,37.0,162.78125,173.0,170.59375
CUS_0x3fde,25.5,54.125,43.0,190.71875,202.25000000000003,199.46875
CUS_0x3fdf,25.5,36.625,20.0,142.84375,144.25,140.09375
CUS_0x3fe1,20.0,36.5,21.0,129.625,134.0,130.125
CUS_0x3fe8,24.0,35.875,27.0,143.03125,146.75,144.53125
CUS_0x3feb,20.5,37.25,24.0,134.4375,139.5,136.1875
CUS_0x3fee,21.0,54.375,45.0,181.40625,195.75,193.40625
CUS_0x3fef,24.0,56.75,39.0,188.5625,200.50000000000003,196.0625
CUS_0x3ff4,26.0,41.125,34.0,162.46875,168.25,166.46875
CUS_0x3ff5,24.0,57.25,39.0,189.4375,201.50000000000003,196.9375
CUS_0x3ff7,27.875,30.0,23.0,139.4375,138.75,137.0
CUS_0x3ff8,26.0,42.375,37.0,166.90625,173.75,172.40625
CUS_0x3ff9,26.25,43.875,34.0,167.90625,174.25,171.78125
CUS_0x3ffe,24.0,46.75,38.0,170.3125,179.5,177.3125
CUS_0x4004,24.625,36.75,32.0,149.875,154.75,153.5625
CUS_0x400a,24.25,46.375,42.0,173.28125,183.25,182.15625
CUS_0x4017,40.0,54.375,44.0,228.15625,232.75,230.15625
CUS_0x401c,23.875,32.5,27.0,136.8125,139.75,138.375
CUS_0x4020,26.0,41.375,20.0,152.40625,154.75,149.40625
CUS_0x4021,26.75,54.625,45.0,196.21875,207.75,205.34375
CUS_0x4028,21.25,54.375,45.0,182.03125,196.25,193.90625
CUS_0x4029,21.125,33.0,25.0,129.3125,133.25,131.25
CUS_0x402d,21.5,49.625,39.0,169.84375,181.25,178.59375
CUS_0x4032,28.375,38.125,28.0,158.65625,161.0,158.46875
CUS_0x4034,25.5,46.375,37.0,172.65625,180.75,178.40625
CUS_0x4036,27.875,37.375,23.0,152.34375,153.5,149.90625
CUS_0x4037,24.375,41.25,44.0,166.125,175.25,175.9375
CUS_0x4038,25.125,54.75,50.0,196.125,209.75,208.5625
CUS_0x403a,20.625,41.625,20.0,139.40625,144.5,139.09375
CUS_0x403d,24.25,43.25,35.0,162.5625,170.0,167.9375
CUS_0x4044,25.5,41.125,25.0,154.46875,158.25,154.21875
CUS_0x4046,24.625,54.25,47.0,191.75,204.75000000000003,202.9375
CUS_0x404c,25.0,55.5,42.0,191.125,203.0,199.625
CUS_0x404d,24.0,31.625,17.0,128.09375,128.25,124.59375
CUS_0x405,24.0,32.75,15.0,128.5625,128.5,124.0625
CUS_0x4052,23.75,30.75,18.0,126.6875,127.0,123.8125
CUS_0x4056,24.625,53.375,37.0,182.71875,193.0,188.90625
CUS_0x4057,21.875,45.125,48.0,169.65625,182.0,182.71875
CUS_0x406,31.125,48.625,48.0,198.90625,207.50000000000003,207.34375
CUS_0x4067,26.25,38.5,28.0,154.0,157.5,154.875
CUS_0x4068,24.5,39.875,46.0,165.53125,174.75,176.28125
CUS_0x406c,26.625,41.625,31.0,162.65625,167.5,164.84375
CUS_0x406d,24.0,36.625,25.0,142.84375,146.25,143.34375
CUS_0x406e,22.0,34.25,35.0,141.1875,147.5,147.6875
CUS_0x4075,24.875,30.5,39.0,144.8125,149.75,151.875
CUS_0x4079,21.625,37.125,27.0,139.28125,144.5,141.96875
CUS_0x407a,22.5,59.375,47.0,195.40625,210.75,207.65625
CUS_0x407c,26.0,56.375,48.0,199.65625,212.75,210.65625
CUS_0x407e,26.0,50.875,38.0,182.53125,191.75,188.53125
CUS_0x4080,25.0,31.5,19.0,131.875,132.0,128.875
CUS_0x4083,21.875,47.375,43.0,169.84375,181.5,180.40625
CUS_0x4086,21.5,34.875,35.0,141.03125,147.75,147.78125
CUS_0x408c,24.125,34.0,29.0,141.5625,145.25,144.0
CUS_0x4096,24.25,39.5,27.0,150.0,154.5,151.375
CUS_0x4098,24.0,38.125,18.0,140.21875,142.25,137.21875
CUS_0x409e,21.75,48.625,46.0,173.96875,186.75000000000003,186.09375
CUS_0x40a3,24.375,45.125,42.0,171.40625,181.0,180.21875
CUS_0x40ad,23.625,39.0,24.0,145.3125,149.25,145.5
CUS_0x40b1,25.375,47.0,32.0,169.6875,176.75,173.0
CUS_0x40bc,29.0,40.25,33.0,167.6875,171.5,169.6875
CUS_0x40bd,21.0,42.75,38.0,155.8125,165.5,164.3125
CUS_0x40be,26.375,55.25,36.0,189.625,199.25,194.4375
CUS_0x40c,26.25,35.625,34.0,153.46875,157.75,157.34375
CUS_0x40c5,24.75,61.75,48.0,205.9375,221.0,217.5625
CUS_0x40c8,23.875,53.0,45.0,186.1875,198.75,196.75
CUS_0x40cf,25.375,43.5,39.0,168.8125,176.75,175.625
CUS_0x40d,21.875,42.75,35.0,155.75,164.25,162.3125
CUS_0x40d0,23.5,31.875,30.0,137.03125,140.75,140.28125
CUS_0x40d1,25.5,54.5,47.0,194.375,207.0,205.125
CUS_0x40d4,25.0,41.375,33.0,159.65625,165.75,163.65625
CUS_0x40d7,25.25,31.75,22.0,135.1875,136.0,133.5625
CUS_0x40d9,31.375,47.375,32.0,185.34375,189.5,185.65625
CUS_0x40dc,28.0,47.125,47.0,187.71875,197.25,197.21875
CUS_0x40dd,24.0,31.375,29.0,136.65625,139.75,139.15625
CUS_0x40de,24.875,55.75,42.0,191.25,203.25,199.8125
CUS_0x40df,23.5,54.25,38.0,182.1875,193.5,189.4375
CUS_0x40e1,21.875,55.375,46.0,186.09375,200.5,198.15625
CUS_0x40e5,21.25,46.375,42.0,165.78125,177.25,176.15625
CUS_0x40e6,22.5,50.375,43.0,176.65625,188.75,186.90625
CUS_0x40e8,26.5,36.125,24.0,147.46875,149.25,146.21875
CUS_0x40f,24.375,52.625,37.0,180.78125,191.0,187.09375
CUS_0x40f2,24.0,31.5,19.0,129.375,130.0,126.875
CUS_0x40f8,25.375,33.0,27.0,141.4375,143.75,142.25
CUS_0x40f9,31.375,43.875,42.0,186.71875,192.5,192.03125
CUS_0x40fa,26.375,52.875,34.0,183.96875,192.5,187.78125
CUS_0x40fe,24.25,52.375,40.0,182.28125,193.25000000000003,190.15625
CUS_0x4100,25.75,39.375,27.0,153.53125,157.25,154.15625
CUS_0x4103,27.25,38.125,35.0,161.09375,165.75,164.96875
CUS_0x411,21.0,54.875,45.0,182.28125,196.75,194.28125
CUS_0x411a,27.125,50.5,44.0,189.1875,199.25000000000003,197.625
CUS_0x411d,28.0,31.5,25.0,143.875,144.0,142.375
CUS_0x411e,22.75,56.0,44.0,187.875,201.5,198.5
CUS_0x4122,25.625,44.375,44.0,174.71875,184.0,183.90625
CUS_0x4127,24.125,36.625,38.0,152.90625,159.5,159.84375
CUS_0x412a,24.25,54.25,47.0,190.8125,204.00000000000003,202.1875
CUS_0x412f,24.0,37.375,20.0,140.40625,142.75,138.40625
CUS_0x413,24.875,55.625,42.0,191.03125,203.0,199.59375
CUS_0x4131,25.25,43.625,31.0,162.71875,168.75,165.59375
CUS_0x4132,24.125,36.875,29.0,146.59375,151.0,149.03125
CUS_0x4143,23.5,34.75,24.0,137.5625,140.5,137.8125
CUS_0x4148,24.875,42.625,30.0,159.28125,165.0,161.84375
CUS_0x414d,24.125,45.25,41.0,170.25,179.75,178.6875
CUS_0x415,26.375,41.625,24.0,156.78125,160.0,155.59375
CUS_0x4154,21.375,36.375,24.0,135.09375,139.5,136.40625
CUS_0x4156,23.75,51.125,45.0,182.59375,194.75,193.21875
CUS_0x4157,23.75,52.5,42.0,182.75,194.5,191.875
CUS_0x4159,21.0,38.125,27.0,139.46875,145.25,142.46875
CUS_0x415b,25.875,42.75,46.0,174.0,183.25,184.0625
CUS_0x415f,23.5,50.0,38.0,174.75,185.0,182.0
CUS_0x416,22.375,36.625,38.0,148.53125,156.0,156.34375
CUS_0x416a,28.25,34.875,28.0,152.65625,154.25,152.53125
CUS_0x416d,24.875,44.125,44.0,172.40625,182.00000000000003,181.96875
CUS_0x416f,36.125,49.75,47.0,212.625,218.75,218.0625
CUS_0x4170,26.5,42.5,38.0,169.125,176.0,174.875
CUS_0x417b,25.375,41.875,22.0,153.21875,156.5,151.53125
CUS_0x418,27.5,37.5,33.0,159.125,163.0,161.875
CUS_0x4182,21.75,56.375,41.0,183.78125,197.25,193.40625
CUS_0x4185,24.125,36.0,26.0,142.8125,146.25,143.75
CUS_0x4187,24.75,36.625,36.0,152.96875,158.75,158.59375
CUS_0x4188,26.0,42.125,36.0,165.71875,172.25,170.71875
CUS_0x4190,26.625,40.75,26.0,157.375,160.75,157.0625
CUS_0x4192,25.0,36.125,30.0,148.21875,152.25,150.71875
CUS_0x4196,24.625,29.0,36.0,139.3125,143.25,145.0
CUS_0x4197,24.375,40.5,47.0,167.0625,176.75,178.375
CUS_0x4198,24.375,31.125,35.0,141.65625,146.0,146.96875
CUS_0x419a,24.375,37.75,35.0,153.25,159.25,158.5625
CUS_0x419d,24.75,44.25,26.0,158.8125,164.0,159.4375
CUS_0x419f,24.375,47.25,39.0,172.875,182.25,180.1875
CUS_0x41a,25.5,54.625,38.0,187.84375,198.25,194.09375
CUS_0x41a0,20.875,41.5,26.0,144.3125,150.75,146.875
CUS_0x41a1,20.25,34.5,17.0,123.75,126.5,122.125
CUS_0x41a8,21.125,41.375,34.0,150.71875,159.0,157.15625
CUS_0x41ac,24.875,43.875,42.0,170.46875,179.5,179.03125
CUS_0x41ae,24.625,58.75,43.0,196.625,209.75,205.8125
CUS_0x41b2,23.625,58.125,48.0,196.78125,211.5,208.96875
CUS_0x41b3,23.875,56.5,47.0,193.8125,207.75,205.375
CUS_0x41b7,22.5,30.75,29.0,131.8125,135.5,135.0625
CUS_0x41b8,29.25,32.75,26.0,149.9375,150.0,148.3125
CUS_0x41be,23.75,42.375,39.0,162.78125,171.25,170.40625
CUS_0x41bf,24.0,43.375,20.0,150.90625,154.75,148.90625
CUS_0x41c,26.75,46.0,46.0,181.875,191.50000000000003,191.5
CUS_0x41c1,26.625,41.625,38.0,167.90625,174.5,173.59375
CUS_0x41c9,24.125,55.75,36.0,184.875,195.75,190.8125
CUS_0x41cc,26.0,41.875,33.0,163.03125,168.75,166.53125
CUS_0x41cd,24.0,42.875,33.0,159.78125,166.75000000000003,164.28125
CUS_0x41ce,28.375,47.625,40.0,184.28125,192.0,190.09375
CUS_0x41d3,21.625,44.375,44.0,164.71875,176.0,175.90625
CUS_0x41d4,22.375,53.875,45.0,183.96875,197.5,195.28125
CUS_0x41d5,20.125,35.0,29.0,133.3125,139.25,137.75
CUS_0x41dc,28.25,33.0,25.0,147.125,147.5,145.5
CUS_0x41de,25.75,37.625,29.0,151.96875,155.75,153.59375
CUS_0x41e3,21.125,42.875,31.0,151.09375,159.00000000000003,156.03125
CUS_0x41e4,24.0,40.625,47.0,166.34375,176.25,177.84375
CUS_0x41e5,21.0,38.625,20.0,135.09375,139.25,134.59375
CUS_0x41e7,24.125,30.0,29.0,134.5625,137.25,137.0
CUS_0x41e8,24.25,36.875,18.0,138.65625,140.25,135.53125
CUS_0x41ea,24.5,54.625,49.0,193.59375,207.25,205.84375
CUS_0x41eb,24.0,30.75,21.0,129.5625,130.5,128.0625
CUS_0x41ee,24.0,41.25,32.0,156.1875,162.5,160.1875
CUS_0x41f0,27.25,37.5,37.0,161.5,166.5,166.375
CUS_0x41f2,24.375,41.875,35.0,160.46875,167.5,165.78125
CUS_0x41f3,24.25,39.125,33.0,153.84375,159.75,158.21875
CUS_0x41f4,25.25,33.5,23.0,139.0,140.5,137.875
CUS_0x41f5,31.125,55.875,37.0,203.34375,211.0,206.28125
CUS_0x41fa,25.5,54.5,48.0,195.125,208.0,206.375
CUS_0x41fc,25.75,43.875,38.0,169.65625,177.25,175.78125
CUS_0x4200,24.0,30.25,23.0,130.1875,131.50000000000003,129.6875
CUS_0x4203,24.5,45.0,47.0,175.25,186.0,186.5
CUS_0x4206,21.75,32.625,27.0,131.71875,135.75,134.34375
CUS_0x420f,25.625,52.25,44.0,188.5,199.75,197.6875
CUS_0x4211,23.75,29.875,24.0,129.65625,131.25,129.78125
CUS_0x4213,25.375,44.25,31.0,164.125,170.25,166.9375
CUS_0x4218,28.75,39.875,25.0,160.40625,162.25,158.53125
CUS_0x421d,24.625,36.0,31.0,147.8125,152.25,151.0
CUS_0x4223,23.875,37.125,29.0,146.40625,151.0,148.96875
CUS_0x4228,23.625,53.75,45.0,186.875,199.75,197.5625
CUS_0x4229,25.25,43.25,34.0,164.3125,171.0,168.6875
CUS_0x4236,26.25,58.125,45.0,201.09375,213.75,210.46875
CUS_0x4237,25.75,42.375,38.0,167.03125,174.25,173.15625
